"","term","gene"
"327","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","MTBP"
"328","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","MTF2"
"329","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","MTHFD1"
"330","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","MTRR"
"331","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","MYB"
"332","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","NACA"
"333","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","NAP1L1"
"334","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","NARG1"
"335","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","NASP"
"336","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","NCL"
"337","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","NCOA4"
"338","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","NDUFAF1"
"339","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","NEUROG3"
"340","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","NFIX"
"341","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","NNT"
"342","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","NOL5A"
"343","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","NOLC1"
"344","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","NOP5/NOP58"
"345","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","NOTCH1"
"346","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","NOTCH2"
"347","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","NRIP1"
"348","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","NRM"
"349","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","NSBP1"
"350","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","NUP155"
"351","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","NUP210"
"352","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","NUP62"
"353","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","NUTF2"
"354","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","NXT1"
"355","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","NY-SAR-48"
"356","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","ORC6L"
"357","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","OTC"
"358","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","P2RY6"
"359","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PA2G4"
"360","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PABPC1"
"361","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PAICS"
"362","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PAPOLA"
"363","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PAPSS2"
"364","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PCDH8"
"365","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PCID1"
"366","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PCNA"
"367","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PECR"
"368","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PFKP"
"369","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PHGDH"
"370","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PIK3R1"
"371","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PITRM1"
"372","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PIWIL2"
"373","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PLA2G4A"
"374","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PMS1"
"375","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PNN"
"376","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","POLA"
"377","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","POLB"
"378","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","POLD1"
"379","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","POLD2"
"380","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","POLE"
"381","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","POLE2"
"382","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","POLR1B"
"383","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PPARG"
"384","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PPAT"
"385","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PPID"
"386","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PPP1CB"
"387","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PPP2CA"
"388","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PPP2R3A"
"389","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PPP2R5E"
"390","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PQBP1"
"391","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PRC1"
"392","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PRDX4"
"393","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PRELP"
"394","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PRIM1"
"395","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PRIM2A"
"396","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PRPF4"
"397","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PRPS2"
"398","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PRSS7"
"399","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PSF1/GINS1"
"400","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PSMA1"
"401","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PSMA6"
"402","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PSMB7"
"403","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PSMC3IP"
"404","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PTEN"
"405","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","PWP2H"
"406","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RAB1A"
"407","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RACGAP1"
"408","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RAD1"
"409","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RAD21"
"410","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RAD51"
"411","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RAD51AP1"
"412","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RAD54L"
"413","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RASA3"
"414","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RB1CC1"
"415","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RBBP4"
"416","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RBMXL1"
"417","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","REG1A"
"418","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","REG4"
"419","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RFC1"
"420","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RFC2"
"421","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RFC3"
"422","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RFC4"
"423","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RFP/TRIM27"
"424","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RGC32"
"425","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RGS12"
"426","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RHOBTB3"
"427","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RNF138"
"428","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","ROCK1"
"429","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","ROR2"
"430","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RP11-19J3.3"
"431","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RPA1"
"432","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RPGR"
"433","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RPL12"
"434","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RPL3"
"435","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RPL32"
"436","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RPS24"
"437","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RPS6KA6"
"438","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RRM1"
"439","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RRM2"
"440","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RRS1"
"441","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RUVBL1"
"442","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","RWDD3"
"443","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SAS10"
"444","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SCARB1"
"445","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SCOC"
"446","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SDC2"
"447","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SDC4"
"448","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SECTM1"
"449","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SEMA5A"
"450","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SERPINE2"
"451","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SET"
"452","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SF3A3"
"453","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SF3B1"
"454","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SFPQ"
"455","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SFRP1"
"456","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SFRP5"
"457","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SFRS1"
"458","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SFRS2"
"459","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SFRS3"
"460","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SFRS6"
"461","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SFRS7"
"462","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SGPP1"
"463","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SH3BGRL"
"464","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SHCBP1"
"465","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SHMT1"
"466","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SKP2"
"467","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SLBP"
"468","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SLC12A2"
"469","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SLC13A1"
"470","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SLC18A2"
"471","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SLC19A1"
"472","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SLC25A5"
"473","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SLC37A2"
"474","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SLC40A1"
"475","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SLC4A7"
"476","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SMARCA5"
"477","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SMC1L1"
"478","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SMC6L1"
"479","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SMOC2"
"480","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SMYD2"
"481","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SMYD4"
"482","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SMYD5"
"483","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SNRPB2"
"484","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SNRPD1"
"485","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SNX5"
"486","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SOS2"
"487","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SOX4"
"488","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SOX9"
"489","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SP1"
"490","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SP3"
"491","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SPAG5"
"492","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SPPL2A"
"493","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SQRDL"
"494","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SR140"
"495","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SRRM1"
"496","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SSB"
"497","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SSRP1"
"498","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","STMN1"
"499","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","STRAP"
"500","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","STYX"
"501","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SYCP3"
"502","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","SYT11"
"503","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","TAF9"
"504","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","TCF12"
"505","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","TCF19,"
"506","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","TCP1"
"507","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","TERF1"
"508","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","TFAM"
"509","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","TFB2M"
"510","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","TGFBR1"
"511","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","THOC1"
"512","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","TIAM1"
"513","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","TIMELESS"
"514","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","TM9SF2"
"515","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","TMEFF1"
"516","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","TMEM107"
"517","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","TMPO"
"518","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","TOP2A"
"519","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","TOX"
"520","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","TPMT"
"521","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","TRAIP"
"522","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","TRIM28"
"523","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","TRIM37"
"524","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","TRIP13"
"525","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","TRIP6"
"526","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","TRNT1"
"527","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","TTK"
"528","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","TUBB"
"529","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","TUBE1"
"530","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","TUBGCP2"
"531","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","TWISTNB"
"532","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","TXNL2"
"533","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","TYMS"
"534","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","UBAP1"
"535","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","UBE2E3"
"536","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","UBQLN2"
"537","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","UCHL3"
"538","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","UCHL5"
"539","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","UNG"
"540","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","USP1"
"541","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","USP14"
"542","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","VBP1"
"543","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","VRK2"
"544","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","WDR12"
"545","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","WEE1"
"546","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","WTAP"
"547","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","XPO1"
"548","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","XRN2"
"549","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","YWHAZ"
"550","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","ZDHHC2"
"551","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","ZNF148"
"552","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","ZNF207"
"553","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","ZNF24/Znf191"
"554","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","ZNF277"
"555","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","ZNF548"
"556","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","ZNF593"
"1084","ISC-marker genes (Munoz et al., 2012)","Tle3"
"1085","ISC-marker genes (Munoz et al., 2012)","Flot2"
"1086","ISC-marker genes (Munoz et al., 2012)","Crocc"
"1087","ISC-marker genes (Munoz et al., 2012)","Scml4"
"1088","ISC-marker genes (Munoz et al., 2012)","Fam13a"
"1089","ISC-marker genes (Munoz et al., 2012)","Psip1"
"1090","ISC-marker genes (Munoz et al., 2012)","Cbx2"
"1091","ISC-marker genes (Munoz et al., 2012)","Slc1a3"
"1092","ISC-marker genes (Munoz et al., 2012)","Nme4"
"1093","ISC-marker genes (Munoz et al., 2012)","Ngef"
"1094","ISC-marker genes (Munoz et al., 2012)","L3mbtl3"
"1095","ISC-marker genes (Munoz et al., 2012)","Hes1"
"1096","ISC-marker genes (Munoz et al., 2012)","Zmym4"
"1097","ISC-marker genes (Munoz et al., 2012)","Enpp1"
"1098","ISC-marker genes (Munoz et al., 2012)","Grlf1"
"1099","ISC-marker genes (Munoz et al., 2012)","Dpysl5"
"1100","ISC-marker genes (Munoz et al., 2012)","Phgdh"
"1101","ISC-marker genes (Munoz et al., 2012)","Stmn1"
"1102","ISC-marker genes (Munoz et al., 2012)","Zfp280c"
"1103","ISC-marker genes (Munoz et al., 2012)","Rbm38"
"1104","ISC-marker genes (Munoz et al., 2012)","Marcksl1"
"1105","ISC-marker genes (Munoz et al., 2012)","Acss1"
"1106","ISC-marker genes (Munoz et al., 2012)","Hk2"
"1107","ISC-marker genes (Munoz et al., 2012)","Slc25a4"
"1108","ISC-marker genes (Munoz et al., 2012)","Hmgn1"
"1109","ISC-marker genes (Munoz et al., 2012)","Prom1"
"1110","ISC-marker genes (Munoz et al., 2012)","Rrp1b"
"1111","ISC-marker genes (Munoz et al., 2012)","Chek1"
"1112","ISC-marker genes (Munoz et al., 2012)","Mga"
"1113","ISC-marker genes (Munoz et al., 2012)","Fam60a"
"1114","ISC-marker genes (Munoz et al., 2012)","Bcl11a"
"1115","ISC-marker genes (Munoz et al., 2012)","Itga1"
"1116","ISC-marker genes (Munoz et al., 2012)","Zmym3"
"1117","ISC-marker genes (Munoz et al., 2012)","Thumpd2"
"1118","ISC-marker genes (Munoz et al., 2012)","Pbld"
"1119","ISC-marker genes (Munoz et al., 2012)","Fhit"
"1120","ISC-marker genes (Munoz et al., 2012)","Cdca5"
"1121","ISC-marker genes (Munoz et al., 2012)","Gtf2i"
"1122","ISC-marker genes (Munoz et al., 2012)","Polr1e"
"1123","ISC-marker genes (Munoz et al., 2012)","Zfp422"
"1124","ISC-marker genes (Munoz et al., 2012)","Sntb2"
"1125","ISC-marker genes (Munoz et al., 2012)","Esco2"
"1126","ISC-marker genes (Munoz et al., 2012)","Zfp629"
"1127","ISC-marker genes (Munoz et al., 2012)","Insr"
"1128","ISC-marker genes (Munoz et al., 2012)","Bag2"
"1129","ISC-marker genes (Munoz et al., 2012)","Plscr3"
"1130","ISC-marker genes (Munoz et al., 2012)","Uhrf2"
"1131","ISC-marker genes (Munoz et al., 2012)","Slc27a1"
