HGNC ID	Approved symbol	RefSeq IDs	Ensembl gene ID
HGNC:21212	ADGB	NM_024694	ENSG00000118492
HGNC:55654	ADGB-DT	NR_125860	ENSG00000237468
HGNC:13838	ADGRA1		ENSG00000197177
HGNC:49543	ADGRA1-AS1		ENSG00000256925
HGNC:17849	ADGRA2		ENSG00000020181
HGNC:13839	ADGRA3		ENSG00000152990
HGNC:55918	ADGRA3P1		ENSG00000256616
HGNC:943	ADGRB1	NM_001702	ENSG00000181790
HGNC:944	ADGRB2	NM_001703	ENSG00000121753
HGNC:945	ADGRB3		ENSG00000135298
HGNC:55774	ADGRB3-DT		ENSG00000230910
HGNC:19893	ADGRD1	NM_198827	ENSG00000111452
HGNC:53314	ADGRD1-AS1	NR_131950	ENSG00000256151
HGNC:18651	ADGRD2	NM_182611	ENSG00000180264
HGNC:3336	ADGRE1		ENSG00000174837
HGNC:3337	ADGRE2		ENSG00000127507
HGNC:23647	ADGRE3	NM_032571	ENSG00000131355
HGNC:19240	ADGRE4P	NR_024075	ENSG00000268758
HGNC:1711	ADGRE5	NM_078481	ENSG00000123146
HGNC:18990	ADGRF1	NM_153840	ENSG00000153292
HGNC:18991	ADGRF2P	NM_153839	ENSG00000164393
HGNC:18989	ADGRF3	NM_153835	ENSG00000173567
HGNC:19011	ADGRF4	NM_153838	ENSG00000153294
HGNC:19030	ADGRF5	NM_015234	ENSG00000069122
HGNC:40864	ADGRF5-AS1	NR_110658	ENSG00000225730
HGNC:32922	ADGRF5P1		ENSG00000227582
HGNC:32921	ADGRF5P2		ENSG00000204818
HGNC:4512	ADGRG1		ENSG00000205336
HGNC:4516	ADGRG2		ENSG00000173698
HGNC:13728	ADGRG3	NM_170776	ENSG00000182885
HGNC:18992	ADGRG4		ENSG00000156920
HGNC:19010	ADGRG5	NM_153837	ENSG00000159618
HGNC:13841	ADGRG6		ENSG00000112414
HGNC:19241	ADGRG7		ENSG00000144820
HGNC:20973	ADGRL1	NM_014921	ENSG00000072071
HGNC:55309	ADGRL1-AS1	NR_045214	ENSG00000267169
HGNC:18582	ADGRL2	NM_012302	ENSG00000117114
HGNC:20974	ADGRL3		ENSG00000150471
HGNC:50604	ADGRL3-AS1		ENSG00000248692
HGNC:20822	ADGRL4	NM_022159	ENSG00000162618
HGNC:17416	ADGRV1	NM_032119	ENSG00000164199
HGNC:249	ADH1A	NM_000667	ENSG00000187758
HGNC:250	ADH1B	NM_000668	ENSG00000196616
HGNC:251	ADH1C	NM_000669	ENSG00000248144
HGNC:252	ADH4	NM_000670	ENSG00000198099
HGNC:253	ADH5	NM_000671	ENSG00000197894
HGNC:254	ADH5P1		
HGNC:22976	ADH5P2		ENSG00000232676
HGNC:22991	ADH5P3		ENSG00000223694
HGNC:21377	ADH5P4	XM_208352	ENSG00000233859
HGNC:54523	ADH5P5		ENSG00000234865
HGNC:255	ADH6	NM_000672	ENSG00000172955
HGNC:256	ADH7	NM_000673	ENSG00000196344
HGNC:16354	ADHFE1	NM_144650	ENSG00000147576
HGNC:30576	ADI1	NM_018269	ENSG00000182551
HGNC:52339	ADI1P1		ENSG00000235102
HGNC:52340	ADI1P2		ENSG00000250684
HGNC:52341	ADI1P3		ENSG00000258369
HGNC:28606	ADIG	NM_001018082	ENSG00000182035
HGNC:56273	ADIPINT	NR_176917	ENSG00000292223
HGNC:13633	ADIPOQ	NM_004797	ENSG00000181092
HGNC:40648	ADIPOQ-AS1	NR_046662	ENSG00000226482
HGNC:24040	ADIPOR1	NM_015999	ENSG00000159346
HGNC:44910	ADIPOR1P1	NG_022165	ENSG00000232497
HGNC:44911	ADIPOR1P2	NG_022863	ENSG00000258805
HGNC:24041	ADIPOR2	NM_024551	ENSG00000006831
HGNC:16477	ADIR		
HGNC:24043	ADIRF	NM_006829	ENSG00000148671
HGNC:45127	ADIRF-AS1		ENSG00000272734
HGNC:15873	ADISSP	NM_001039140	ENSG00000101220
HGNC:257	ADK	NM_006721	ENSG00000156110
HGNC:258	ADL		
HGNC:259	ADM	NM_001124	ENSG00000148926
HGNC:55516	ADM-DT		ENSG00000254554
HGNC:28898	ADM2	NM_024866	ENSG00000128165
HGNC:27293	ADM5	NM_001101340	ENSG00000224420
HGNC:260	ADMLX		
HGNC:261	ADMLY		
HGNC:15766	ADNP	NM_181442	ENSG00000101126
HGNC:51227	ADNP-AS1	NR_110009	ENSG00000259456
HGNC:23803	ADNP2	NM_014913	ENSG00000101544
HGNC:23506	ADO	NM_032804	ENSG00000181915
HGNC:262	ADORA1	NM_000674	ENSG00000163485
HGNC:263	ADORA2A	NM_000675	ENSG00000128271
HGNC:37122	ADORA2A-AS1	NR_028483	ENSG00000178803
HGNC:264	ADORA2B		ENSG00000170425
HGNC:265	ADORA2BP1	NG_000843	ENSG00000236136
HGNC:266	ADORA2L1		
HGNC:267	ADORA2L2		
HGNC:268	ADORA3	NM_000677, NM_020683	ENSG00000282608
HGNC:25250	ADPGK	NM_031284	ENSG00000159322
HGNC:44144	ADPGK-AS1	NR_040107	ENSG00000260898
HGNC:269	ADPRH	NM_001125	ENSG00000144843
HGNC:21303	ADPRHL1	NM_138430	ENSG00000153531
HGNC:30925	ADPRM	NM_020233	ENSG00000170222
HGNC:21304	ADPRS	NM_017825	ENSG00000116863
HGNC:277	ADRA1A	NM_033303	ENSG00000120907
HGNC:278	ADRA1B		ENSG00000170214
HGNC:279	ADRA1C		
HGNC:280	ADRA1D	NM_000678	ENSG00000171873
HGNC:281	ADRA2A	NM_000681	ENSG00000150594
HGNC:282	ADRA2B		ENSG00000274286
HGNC:283	ADRA2C	NM_000683	ENSG00000184160
HGNC:284	ADRA2L1		
HGNC:285	ADRB1		ENSG00000043591
HGNC:286	ADRB2	NM_000024	ENSG00000169252
HGNC:287	ADRB2RL1		
HGNC:288	ADRB3	NM_000025	ENSG00000188778
HGNC:15759	ADRM1		ENSG00000130706
HGNC:291	ADSL	NM_000026	ENSG00000239900
HGNC:20093	ADSS1		ENSG00000185100
HGNC:292	ADSS2	NM_001126	ENSG00000035687
HGNC:293	ADT		
HGNC:294	ADTAA		
HGNC:295	ADTAB		
HGNC:296	ADTB1		
HGNC:299	ADTB2		
HGNC:300	ADTG		
HGNC:21214	ADTRP	NM_032744	ENSG00000111863
HGNC:301	AE1		
HGNC:302	AE2		
HGNC:303	AEBP1	NM_001129	ENSG00000106624
HGNC:24051	AEBP2	NM_153207	ENSG00000139154
HGNC:305	AEMK		
HGNC:25722	AEN	NM_022767	ENSG00000181026
HGNC:306	AEPLC		
HGNC:308	AEZ		
HGNC:309	AF8T		
HGNC:310	AFA		
HGNC:24017	AFAP1	NM_021638	ENSG00000196526
HGNC:28141	AFAP1-AS1	NR_026892	ENSG00000272620
HGNC:26714	AFAP1L1	NM_152406	ENSG00000157510
HGNC:25901	AFAP1L2	NM_032550	ENSG00000169129
HGNC:311	AFCP		
HGNC:312	AFD1		
HGNC:7137	AFDN	NM_005936	ENSG00000130396
HGNC:21236	AFDN-DT	NR_027906	ENSG00000198221
HGNC:7135	AFF1	NM_005935	ENSG00000172493
HGNC:53447	AFF1-AS1	NR_038841	
HGNC:3776	AFF2	NM_002025	ENSG00000155966
HGNC:41334	AFF2-IT1		ENSG00000223516
HGNC:6473	AFF3	NM_002285	ENSG00000144218
HGNC:17869	AFF4	NM_014423	ENSG00000072364
HGNC:55235	AFF4-DT		ENSG00000272023
HGNC:56526	AFF4P1		ENSG00000249820
HGNC:16411	AFG1L	NM_145315	ENSG00000135537
HGNC:18119	AFG2A	NM_145207	ENSG00000145375
HGNC:28762	AFG2B	NM_024063	ENSG00000171763
HGNC:313	AFG3		
HGNC:314	AFG3L1P	NR_003226	ENSG00000223959
HGNC:315	AFG3L2	NM_006796	ENSG00000141385
HGNC:24169	AFG3L2P1		ENSG00000253606
HGNC:316	AFM		ENSG00000079557
HGNC:20910	AFMID	NM_001145526	ENSG00000183077
HGNC:317	AFP		ENSG00000081051
HGNC:25951	AFTPH	NM_017657	ENSG00000119844
HGNC:52788	AFTPH-DT	NR_136167	ENSG00000260101
HGNC:318	AGA	NM_000027	ENSG00000038002
HGNC:27730	AGA-DT		ENSG00000250131
HGNC:16922	AGAP1	NM_014914	ENSG00000157985
HGNC:41427	AGAP1-IT1		ENSG00000235529
HGNC:16921	AGAP2	NM_014770	ENSG00000135439
HGNC:48633	AGAP2-AS1	NR_027032	ENSG00000255737
HGNC:16923	AGAP3	NM_031946	ENSG00000133612
HGNC:23459	AGAP4	NM_133446	ENSG00000188234
HGNC:23467	AGAP5	NM_001144000	ENSG00000172650
HGNC:23466	AGAP6	NM_001077665	ENSG00000204149
HGNC:23465	AGAP7P	NR_126580	ENSG00000264204
HGNC:23464	AGAP8		
HGNC:23463	AGAP9	NM_001190810	ENSG00000204172
HGNC:23462	AGAP10		
HGNC:23659	AGAP10P	NG_005805	ENSG00000230869
HGNC:29421	AGAP11	NM_133447	ENSG00000261011
HGNC:23661	AGAP12P		ENSG00000265018
HGNC:23499	AGAP13P		ENSG00000243289
HGNC:23660	AGAP14P	NG_005806	ENSG00000279058
HGNC:26504	AGBL1	NM_152336	ENSG00000273540
HGNC:48617	AGBL1-AS1		ENSG00000260125
HGNC:26296	AGBL2	NM_024783	ENSG00000165923
HGNC:27981	AGBL3	NM_178563	ENSG00000146856
HGNC:25892	AGBL4	NM_032785	ENSG00000186094
HGNC:41123	AGBL4-AS1	NR_125988	ENSG00000230114
HGNC:41482	AGBL4-IT1		ENSG00000225623
HGNC:26147	AGBL5	NM_021831	ENSG00000084693
HGNC:41133	AGBL5-AS1		ENSG00000231636
HGNC:41484	AGBL5-IT1		ENSG00000229122
HGNC:320	AGER	NM_001136	ENSG00000204305
HGNC:5175	AGFG1	NM_004504	ENSG00000173744
HGNC:5177	AGFG2	NM_006076	ENSG00000106351
HGNC:24684	AGGF1	NM_018046	ENSG00000164252
HGNC:38051	AGGF1P1		ENSG00000214273
HGNC:38052	AGGF1P2	NG_005569	ENSG00000233435
HGNC:38053	AGGF1P3		ENSG00000241532
HGNC:38054	AGGF1P4		ENSG00000261689
HGNC:51741	AGGF1P5		ENSG00000260680
HGNC:51744	AGGF1P6		ENSG00000259836
HGNC:51740	AGGF1P7		ENSG00000260994
HGNC:51745	AGGF1P8		ENSG00000261752
HGNC:51746	AGGF1P9		ENSG00000260427
HGNC:51747	AGGF1P10		ENSG00000282968
HGNC:21869	AGK	NM_018238	ENSG00000006530
HGNC:55356	AGK-DT		ENSG00000261570
HGNC:37661	AGKP1	NG_002810	ENSG00000226555
HGNC:55132	AGKP2	NG_022637	ENSG00000228819
HGNC:321	AGL	NM_000028	ENSG00000162688
HGNC:18407	AGMAT	NM_024758	ENSG00000116771
HGNC:33784	AGMO	NM_001004320	ENSG00000187546
HGNC:322	AGMX1		
HGNC:323	AGMX2		
HGNC:3262	AGO1		ENSG00000092847
HGNC:3263	AGO2	NM_012154	ENSG00000123908
HGNC:18421	AGO3	NM_024852	ENSG00000126070
HGNC:18424	AGO4	NM_017629	ENSG00000134698
HGNC:324	AGPAT1	NM_006411	ENSG00000204310
HGNC:325	AGPAT2	NM_006412	ENSG00000169692
HGNC:326	AGPAT3	NM_020132	ENSG00000160216
HGNC:20885	AGPAT4	NM_020133	ENSG00000026652
HGNC:20988	AGPAT4-IT1	NR_024277	
HGNC:20886	AGPAT5	NM_018361	ENSG00000155189
HGNC:37709	AGPAT5P1		ENSG00000234652
HGNC:327	AGPS		ENSG00000018510
HGNC:328	AGR2	NM_006408	ENSG00000106541
HGNC:24167	AGR3	NM_176813	ENSG00000173467
HGNC:329	AGRN	NM_198576	ENSG00000188157
HGNC:330	AGRP		ENSG00000159723
HGNC:331	AGS		
HGNC:332	AGS1		
HGNC:31917	AGS2		
HGNC:333	AGT	NM_000029	ENSG00000135744
HGNC:334	AGTBP		
HGNC:335	AGTIL		
HGNC:17258	AGTPBP1	NM_015239	ENSG00000135049
HGNC:336	AGTR1		ENSG00000144891
HGNC:337	AGTR1B		
HGNC:338	AGTR2	NM_000686	ENSG00000180772
HGNC:13539	AGTRAP	NM_020350	ENSG00000177674
HGNC:340	AGTRL2		
HGNC:341	AGXT	NM_000030	ENSG00000172482
HGNC:14412	AGXT2	NM_031900	ENSG00000113492
HGNC:342	AHC		
HGNC:24618	AHCTF1	NM_015446	ENSG00000153207
HGNC:24620	AHCTF1P1	NG_002622	ENSG00000226121
HGNC:343	AHCY	NM_000687	ENSG00000101444
HGNC:344	AHCYL1		ENSG00000168710
HGNC:22204	AHCYL2		ENSG00000158467
HGNC:44993	AHCYP1	NG_022175	
HGNC:44994	AHCYP2	NG_021677	ENSG00000238181
HGNC:44995	AHCYP3	NG_021515	ENSG00000233955
HGNC:44996	AHCYP4	NG_021526	ENSG00000232992
HGNC:44997	AHCYP5	NG_021544	ENSG00000213107
HGNC:44998	AHCYP6	NG_024541	
HGNC:44999	AHCYP7	NG_022129	ENSG00000259465
HGNC:45000	AHCYP8		ENSG00000242529
HGNC:25230	AHDC1		ENSG00000126705
HGNC:345	AHDS		
HGNC:21575	AHI1	NM_017651	ENSG00000135541
HGNC:32526	AHI1-DT	NR_026805	ENSG00000231028
HGNC:347	AHNAK	NM_024060	ENSG00000124942
HGNC:20125	AHNAK2	NM_138420	ENSG00000185567
HGNC:348	AHR	NM_001621	ENSG00000106546
HGNC:346	AHRR	NM_020731	ENSG00000063438
HGNC:1189	AHSA1	NM_012111	ENSG00000100591
HGNC:20437	AHSA2P		ENSG00000173209
HGNC:349	AHSG	NM_001622	ENSG00000145192
HGNC:18075	AHSP	NM_016633	ENSG00000169877
HGNC:350	AIC		
HGNC:13203	AICDA	NM_020661	ENSG00000111732
HGNC:25761	AIDA	NM_022831	ENSG00000186063
HGNC:54663	AIDAP1	NG_021555	ENSG00000230154
HGNC:54664	AIDAP2	NG_030225	ENSG00000251429
HGNC:54665	AIDAP3	NG_030062	ENSG00000264189
HGNC:351	AIED		
HGNC:352	AIF1		ENSG00000204472
HGNC:28904	AIF1L	NM_031426	ENSG00000126878
HGNC:8768	AIFM1		ENSG00000156709
HGNC:44884	AIFM1P1	NG_021350	ENSG00000225509
HGNC:21411	AIFM2	NM_032797	ENSG00000042286
HGNC:26398	AIFM3	NM_144704	ENSG00000183773
HGNC:21607	AIG1	NM_016108	ENSG00000146416
HGNC:43926	AIG1P1		ENSG00000249089
HGNC:353	AIH1		
HGNC:354	AIH2		
HGNC:355	AIH3		
HGNC:357	AIM2	NM_004833	ENSG00000163568
HGNC:10648	AIMP1	NM_004757	ENSG00000164022
HGNC:16543	AIMP1P1		ENSG00000234187
HGNC:43693	AIMP1P2	NG_032149	ENSG00000227177
HGNC:20609	AIMP2	NM_006303	ENSG00000106305
HGNC:358	AIP		ENSG00000110711
HGNC:359	AIPL1	NM_014336	ENSG00000129221
HGNC:360	AIRE		ENSG00000160224
HGNC:26039	AIRIM	NM_017850	ENSG00000116922
HGNC:34515	AIRN	NR_047511	ENSG00000268257
HGNC:16304	AIS1		
HGNC:23054	AIS2		
HGNC:23083	AIS3		
HGNC:30801	AJAP1	NM_018836	ENSG00000196581
HGNC:37284	AJM1	NM_001080482	ENSG00000232434
HGNC:20250	AJUBA		ENSG00000129474
HGNC:55449	AJUBA-DT		ENSG00000258457
HGNC:361	AK1		ENSG00000106992
HGNC:362	AK2	NM_001625	ENSG00000004455
HGNC:24037	AK2P1	NG_002393	
HGNC:33542	AK2P2	NG_009660	ENSG00000242272
HGNC:17376	AK3	NM_016282	ENSG00000147853
HGNC:31099	AK3P2		ENSG00000250115
HGNC:39062	AK3P3	NG_026542	ENSG00000230042
HGNC:39063	AK3P4		ENSG00000248722
HGNC:39064	AK3P5		ENSG00000228816
HGNC:39065	AK3P6	NG_032224	ENSG00000255838
HGNC:56418	AK3P7		ENSG00000270941
HGNC:363	AK4	NM_013410	ENSG00000162433
HGNC:364	AK4P1	NG_001070	ENSG00000263535
HGNC:39066	AK4P2		ENSG00000249410
HGNC:21596	AK4P3	NG_007564	ENSG00000233381
HGNC:39067	AK4P4	NG_021605	ENSG00000223621
HGNC:39068	AK4P5	NG_027847	ENSG00000217377
HGNC:39069	AK4P6	NG_022085	ENSG00000235606
HGNC:365	AK5	NM_174858	ENSG00000154027
HGNC:366	AK6		
HGNC:49151	AK6	NM_016283	ENSG00000085231
HGNC:51678	AK6P1		ENSG00000256614
HGNC:51679	AK6P2		ENSG00000257173
HGNC:20091	AK7		ENSG00000140057
HGNC:26526	AK8	NM_152572	ENSG00000165695
HGNC:33814	AK9	NM_001145128	ENSG00000155085
HGNC:28285	AKAIN1	NM_001145194	ENSG00000231824
HGNC:367	AKAP1		ENSG00000121057
HGNC:55339	AKAP1-DT		ENSG00000263004
HGNC:372	AKAP2		
HGNC:373	AKAP3	NM_006422	ENSG00000111254
HGNC:374	AKAP4	NM_003886	ENSG00000147081
HGNC:375	AKAP5		ENSG00000179841
HGNC:376	AKAP6	NM_004274	ENSG00000151320
HGNC:377	AKAP7	NM_004842	ENSG00000118507
HGNC:378	AKAP8	NM_005858	ENSG00000105127
HGNC:29857	AKAP8L	NM_014371	ENSG00000011243
HGNC:49758	AKAP8P1	NG_021607	ENSG00000234146
HGNC:379	AKAP9	NM_005751	ENSG00000127914
HGNC:368	AKAP10	NM_007202	ENSG00000108599
HGNC:369	AKAP11	NM_016248	ENSG00000023516
HGNC:39939	AKAP11-IT1		
HGNC:370	AKAP12		ENSG00000131016
HGNC:371	AKAP13	NM_007200	ENSG00000170776
HGNC:55975	AKAP13-AS1		ENSG00000259367
HGNC:24061	AKAP14	NM_178813	ENSG00000186471
HGNC:18783	AKAP17A	NM_005088	ENSG00000197976
HGNC:38514	AKAP17BP	NG_022632	ENSG00000214992
HGNC:21618	AKD2		
HGNC:1170	AKIP1	NM_020642	ENSG00000166452
HGNC:25744	AKIRIN1	NM_024595	ENSG00000174574
HGNC:50794	AKIRIN1P1		ENSG00000257786
HGNC:50797	AKIRIN1P2		ENSG00000228125
HGNC:21407	AKIRIN2	NM_018064	ENSG00000135334
HGNC:28822	AKIRIN2-AS1		
HGNC:50796	AKIRIN2P1		ENSG00000251482
HGNC:24108	AKNA	NM_030767	ENSG00000106948
HGNC:28398	AKNAD1	NM_152763	ENSG00000162641
HGNC:380	AKR1A1	NM_006066	ENSG00000117448
HGNC:381	AKR1B1	NM_001628	ENSG00000085662
HGNC:420	AKR1B1P1	NG_006432	ENSG00000229991
HGNC:425	AKR1B1P2		ENSG00000213452
HGNC:422	AKR1B1P3	NG_007132	ENSG00000213785
HGNC:423	AKR1B1P4	NG_006989	ENSG00000237876
HGNC:20002	AKR1B1P5	NG_007013	ENSG00000258685
HGNC:33498	AKR1B1P6		ENSG00000225212
HGNC:33497	AKR1B1P7	NG_009664	ENSG00000266899
HGNC:33496	AKR1B1P8	NG_009682	ENSG00000231371
HGNC:382	AKR1B10	NM_020299	ENSG00000198074
HGNC:45062	AKR1B10P1	NG_022180	ENSG00000213606
HGNC:45063	AKR1B10P2	NG_022495	ENSG00000263355
HGNC:383	AKR1B11		
HGNC:37281	AKR1B15		ENSG00000227471
HGNC:384	AKR1C1	NM_001353	ENSG00000187134
HGNC:385	AKR1C2	NM_001354	ENSG00000151632
HGNC:386	AKR1C3	NM_003739	ENSG00000196139
HGNC:387	AKR1C4	NM_001818	ENSG00000198610
HGNC:44679	AKR1C5P		ENSG00000225418
HGNC:44680	AKR1C6P	NR_026743	ENSG00000151631
HGNC:44681	AKR1C7P	NG_023403	ENSG00000215267
HGNC:23469	AKR1C8	NM_001395972	ENSG00000264006
HGNC:388	AKR1D1	NM_005989	ENSG00000122787
HGNC:11288	AKR1D1P1	NG_002683	ENSG00000227776
HGNC:23437	AKR1E2	NM_031436	ENSG00000165568
HGNC:389	AKR7A2	NM_003689	ENSG00000053371
HGNC:24062	AKR7A2P1		ENSG00000229020
HGNC:55059	AKR7A2P2	NG_022631	ENSG00000224341
HGNC:390	AKR7A3	NM_012067	ENSG00000162482
HGNC:24056	AKR7L	NM_201252	ENSG00000211454
HGNC:391	AKT1	NM_005163	ENSG00000142208
HGNC:28426	AKT1S1	NM_032375	ENSG00000204673
HGNC:392	AKT2	NM_001626	ENSG00000105221
HGNC:393	AKT3	NM_181690	ENSG00000117020
HGNC:41304	AKT3-IT1		ENSG00000228939
HGNC:16710	AKTIP	NM_022476	ENSG00000166971
HGNC:56419	AKTIPP1		ENSG00000271137
HGNC:56420	AKTIPP2	NG_030076	ENSG00000226432
HGNC:56421	AKTIPP3	NG_021800	ENSG00000255376
HGNC:394	AKU		
HGNC:395	ALAD	NM_001003945	ENSG00000148218
HGNC:396	ALAS1		ENSG00000023330
HGNC:397	ALAS2	NM_000032	ENSG00000158578
HGNC:398	ALAS3		
HGNC:399	ALB	NM_000477	ENSG00000163631
HGNC:400	ALCAM	NM_001627	ENSG00000170017
HGNC:401	ALD		
HGNC:402	ALDH1A1		ENSG00000165092
HGNC:15472	ALDH1A2		ENSG00000128918
HGNC:27515	ALDH1A2-AS1	NR_147215	ENSG00000259285
HGNC:409	ALDH1A3	NM_000693	ENSG00000184254
HGNC:55416	ALDH1A3-AS1	NR_135827	ENSG00000259583
HGNC:407	ALDH1B1		ENSG00000137124
HGNC:3978	ALDH1L1	NM_012190	ENSG00000144908
HGNC:40244	ALDH1L1-AS1		ENSG00000250218
HGNC:42446	ALDH1L1-AS2		ENSG00000246022
HGNC:26777	ALDH1L2	NM_001034173	ENSG00000136010
HGNC:404	ALDH2	NM_000690	ENSG00000111275
HGNC:405	ALDH3A1	NM_000691	ENSG00000108602
HGNC:403	ALDH3A2		ENSG00000072210
HGNC:410	ALDH3B1	NM_000694	ENSG00000006534
HGNC:411	ALDH3B2	NM_000695	ENSG00000132746
HGNC:406	ALDH4A1		ENSG00000159423
HGNC:408	ALDH5A1		ENSG00000112294
HGNC:7179	ALDH6A1		ENSG00000119711
HGNC:877	ALDH7A1	NM_001182	ENSG00000164904
HGNC:878	ALDH7A1P1		ENSG00000251400
HGNC:879	ALDH7A1P2		ENSG00000232292
HGNC:880	ALDH7A1P3		ENSG00000243853
HGNC:881	ALDH7A1P4		ENSG00000234489
HGNC:15471	ALDH8A1		ENSG00000118514
HGNC:412	ALDH9A1		ENSG00000143149
HGNC:28114	ALDH16A1	NM_153329	ENSG00000161618
HGNC:9722	ALDH18A1	NM_002860	ENSG00000059573
HGNC:413	ALDL1		
HGNC:414	ALDOA	NM_000034	ENSG00000149925
HGNC:415	ALDOAP1		ENSG00000242849
HGNC:416	ALDOAP2		ENSG00000214297
HGNC:417	ALDOB		ENSG00000136872
HGNC:418	ALDOC		ENSG00000109107
HGNC:419	ALDR1		
HGNC:421	ALDRL2		
HGNC:424	ALDRL5		
HGNC:426	ALFN1		
HGNC:18294	ALG1	NM_019109	ENSG00000033011
HGNC:33721	ALG1L1P	NR_171194	ENSG00000189366
HGNC:37258	ALG1L2	NM_001136152	ENSG00000251287
HGNC:44372	ALG1L3P		ENSG00000251087
HGNC:44374	ALG1L5P		ENSG00000226943
HGNC:44375	ALG1L6P		ENSG00000238278
HGNC:44376	ALG1L7P		ENSG00000251271
HGNC:44377	ALG1L8P		ENSG00000227620
HGNC:44378	ALG1L9P		ENSG00000254978
HGNC:44379	ALG1L10P		ENSG00000254016
HGNC:44380	ALG1L11P		ENSG00000249889
HGNC:44381	ALG1L12P		ENSG00000250794
HGNC:44382	ALG1L13P		ENSG00000253981
HGNC:44383	ALG1L14P		ENSG00000250268
HGNC:44384	ALG1L15P		ENSG00000242017
HGNC:23159	ALG2	NM_033087	ENSG00000119523
HGNC:23056	ALG3	NM_005787	ENSG00000214160
HGNC:45159	ALG3P1	NG_004807	ENSG00000251568
HGNC:20266	ALG5	NM_013338	ENSG00000120697
HGNC:23157	ALG6	NM_013339	ENSG00000088035
HGNC:23161	ALG8	NM_024079	ENSG00000159063
HGNC:15672	ALG9	NM_024740	ENSG00000086848
HGNC:41409	ALG9-IT1		ENSG00000254450
HGNC:23162	ALG10	NM_032834	ENSG00000139133
HGNC:31088	ALG10B	NM_001013620	ENSG00000175548
HGNC:32456	ALG11	NM_001004127	ENSG00000253710
HGNC:19358	ALG12	NM_024105	ENSG00000182858
HGNC:30881	ALG13	NM_018466	ENSG00000101901
HGNC:41277	ALG13-AS1		ENSG00000229487
HGNC:28287	ALG14	NM_144988	ENSG00000172339
HGNC:41192	ALG14-AS1	NR_132786	ENSG00000230427
HGNC:427	ALK	NM_004304	ENSG00000171094
HGNC:33775	ALKAL1	NM_207413	ENSG00000196711
HGNC:27683	ALKAL2	NM_001002919	ENSG00000189292
HGNC:17911	ALKBH1	NM_006020	ENSG00000100601
HGNC:32487	ALKBH2	NM_001001655	ENSG00000189046
HGNC:30141	ALKBH3	NM_139178	ENSG00000166199
HGNC:48670	ALKBH3-AS1		ENSG00000244926
HGNC:21900	ALKBH4	NM_017621	ENSG00000160993
HGNC:25996	ALKBH5	NM_017758	ENSG00000091542
HGNC:28243	ALKBH6	NM_032878	ENSG00000239382
HGNC:21306	ALKBH7	NM_032306	ENSG00000125652
HGNC:25189	ALKBH8	NM_138775	ENSG00000137760
HGNC:17377	ALLC		ENSG00000151360
HGNC:428	ALMS1	NM_015120	ENSG00000116127
HGNC:41305	ALMS1-IT1	NR_046762	ENSG00000230002
HGNC:29586	ALMS1P1	NR_003683	ENSG00000163016
HGNC:435	ALOX5		ENSG00000012779
HGNC:436	ALOX5AP	NM_001629	ENSG00000132965
HGNC:429	ALOX12		ENSG00000108839
HGNC:51342	ALOX12-AS1	NR_040089	ENSG00000215067
HGNC:430	ALOX12B		ENSG00000179477
HGNC:431	ALOX12P1		ENSG00000264958
HGNC:432	ALOX12P2		ENSG00000262943
HGNC:433	ALOX15		ENSG00000161905
HGNC:434	ALOX15B		ENSG00000179593
HGNC:13742	ALOX15P1	NR_045985	ENSG00000274114
HGNC:39027	ALOX15P2		ENSG00000188101
HGNC:13743	ALOXE3		ENSG00000179148
HGNC:44238	ALOXE3P1	NG_026215	ENSG00000275011
HGNC:441	ALPG	NM_031313	ENSG00000163286
HGNC:437	ALPI	NM_001631	ENSG00000163295
HGNC:20917	ALPK1	NM_025144	ENSG00000073331
HGNC:20565	ALPK2	NM_052947	ENSG00000198796
HGNC:17574	ALPK3	NM_020778	ENSG00000136383
HGNC:438	ALPL	NM_000478	ENSG00000162551
HGNC:439	ALPP	NM_001632	ENSG00000163283
HGNC:440	ALPPL1		
HGNC:14016	ALPPP		
HGNC:442	ALS1		
HGNC:443	ALS2	NM_020919	ENSG00000003393
HGNC:20605	ALS2CL	NM_147129	ENSG00000178038
HGNC:13204	ALS2CR1		
HGNC:14433	ALS2CR6		
HGNC:14441	ALS2CR14		
HGNC:14443	ALS2CR16		
HGNC:14444	ALS2CR17		
HGNC:14445	ALS2CR18		
HGNC:444	ALS3		
HGNC:446	ALS5		
HGNC:34540	ALS6		
HGNC:34539	ALS7		
HGNC:448	ALUNC		
HGNC:1494	ALX1	NM_006982	ENSG00000180318
HGNC:449	ALX3	NM_006492	ENSG00000156150
HGNC:450	ALX4		ENSG00000052850
HGNC:19071	ALYREF	NM_005782	ENSG00000183684
HGNC:451	AMACR	NM_014324	ENSG00000242110
HGNC:452	AMBN	NM_016519	ENSG00000178522
HGNC:453	AMBP	NM_001633	ENSG00000106927
HGNC:25990	AMBRA1	NM_017749	ENSG00000110497
HGNC:454	AMCD1		
HGNC:455	AMCD2B		
HGNC:456	AMCN		
HGNC:457	AMD1		ENSG00000123505
HGNC:44898	AMD1P1	NG_022164	ENSG00000228339
HGNC:460	AMD1P2	NG_001073	ENSG00000237801
HGNC:51608	AMD1P3		ENSG00000249286
HGNC:51609	AMD1P4		ENSG00000215124
HGNC:458	AMD2		
