"","Chr","Start","ID","Gene","bp_cum"
"508",1,24066774,"ENSG00000230703","AL591178.2",508
"509",1,24119771,"ENSG00000142677","IL22RA1",509
"510",1,24154157,"ENSG00000185436","IFNLR1",510
"511",1,24200240,"ENSG00000230023","AL590683.1",511
"512",1,24307556,"ENSG00000232298","AL138902.1",512
"513",1,24319322,"ENSG00000158055","GRHL3",513
"514",1,24356999,"ENSG00000001460","STPG1",514
"515",1,24415794,"ENSG00000001461","NIPAL3",515
"516",1,24502351,"ENSG00000117602","RCAN3",516
"517",1,24538802,"ENSG00000264443","AL445686.2",517
"518",1,24556111,"ENSG00000184454","NCMAP",518
"519",1,24631716,"ENSG00000133226","SRRM1",519
"520",1,24704894,"ENSG00000284699","AL445648.1",520
"521",1,24745357,"ENSG00000169504","CLIC4",521
"522",1,24899511,"ENSG00000020633","RUNX3",522
"523",1,24961345,"ENSG00000229162","AL445471.1",523
"524",1,24968423,"ENSG00000261025","AL445471.2",524
"525",1,25043707,"ENSG00000233755","AL050344.1",525
"526",1,25208139,"ENSG00000231953","AL031432.1",526
"527",1,25222679,"ENSG00000117614","SYF2",527
"528",1,25239494,"ENSG00000284657","AL031432.5",528
"529",1,25242237,"ENSG00000117616","RSRP1",529
"530",1,25247837,"ENSG00000272432","AL031432.3",530
"531",1,25272393,"ENSG00000187010","RHD",531
"532",1,25337917,"ENSG00000183726","TMEM50A",532
"533",1,25362249,"ENSG00000188672","RHCE",533
"534",1,25430858,"ENSG00000204178","MACO1",534
"535",1,25543580,"ENSG00000157978","LDLRAP1",535
"536",1,25581478,"ENSG00000225643","AL606491.1",536
"537",1,25617468,"ENSG00000117643","MAN1C1",537
"538",1,25644544,"ENSG00000233478","AL031280.1",538
"539",1,25800176,"ENSG00000162430","SELENON",539
"540",1,25811470,"ENSG00000255054","AL020996.2",540
"541",1,25816749,"ENSG00000228172","AL020996.1",541
"542",1,25818640,"ENSG00000117640","MTFR1L",542
"543",1,25831913,"ENSG00000272478","AL020996.3",543
"544",1,25831913,"ENSG00000127423","AUNIP",544
"545",1,25859613,"ENSG00000236528","AL033528.2",545
"546",1,25861210,"ENSG00000182749","PAQR7",546
"547",1,25884181,"ENSG00000117632","STMN1",547
"548",1,25959767,"ENSG00000158006","PAFAH2",548
"549",1,26019884,"ENSG00000158008","EXTL1",549
"550",1,26037252,"ENSG00000158014","SLC30A2",550
"551",1,26051304,"ENSG00000158022","TRIM63",551
"552",1,26111165,"ENSG00000175087","PDIK1L",552
"553",1,26159020,"ENSG00000197245","FAM110D",553
"554",1,26164161,"ENSG00000282872","C1orf232",554
"555",1,26169516,"ENSG00000236782","AL391650.1",555
"556",1,26169871,"ENSG00000142684","ZNF593",556
"557",1,26177403,"ENSG00000142675","CNKSR1",557
"558",1,26190561,"ENSG00000188782","CATSPER4",558
"559",1,26234153,"ENSG00000130695","CEP85",559
"560",1,26279176,"ENSG00000142669","SH3BGRL3",560
"561",1,26281328,"ENSG00000158062","UBXN11",561
"562",1,26317957,"ENSG00000169442","CD52",562
"563",1,26321698,"ENSG00000176092","CRYBG2",563
"564",1,26361634,"ENSG00000176083","ZNF683",564
"565",1,26410778,"ENSG00000131914","LIN28A",565
"566",1,26432282,"ENSG00000117682","DHDDS",566
"567",1,26462756,"ENSG00000225891","AL513365.2",567
"568",1,26472450,"ENSG00000198830","HMGN2",568
"569",1,26529761,"ENSG00000117676","RPS6KA1",569
"570",1,26692132,"ENSG00000260063","AL512408.1",570
"571",1,26693236,"ENSG00000117713","ARID1A",571
"572",1,26787472,"ENSG00000060642","PIGV",572
"573",1,26826710,"ENSG00000204160","ZDHHC18",573
"574",1,26863138,"ENSG00000175793","SFN",574
"575",1,26876133,"ENSG00000226698","AL034380.1",575
"576",1,26876133,"ENSG00000142751","GPN2",576
"577",1,26890488,"ENSG00000198746","GPATCH3",577
"578",1,26900238,"ENSG00000090273","NUDC",578
"579",1,26911489,"ENSG00000131910","NR0B2",579
"580",1,26949562,"ENSG00000175707","KDF1",580
"581",1,26993707,"ENSG00000253368","TRNP1",581
"582",1,27005020,"ENSG00000158246","TENT5B",582
"583",1,27098815,"ENSG00000090020","SLC9A1",583
"584",1,27229106,"ENSG00000224311","AL590640.1",584
"585",1,27234516,"ENSG00000142784","WDTC1",585
"586",1,27322145,"ENSG00000186501","TMEM222",586
"587",1,27342020,"ENSG00000142765","SYTL1",587
"588",1,27355184,"ENSG00000142733","MAP3K6",588
"589",1,27369112,"ENSG00000142748","FCN3",589
"590",1,27379176,"ENSG00000174950","CD164L2",590
"591",1,27392644,"ENSG00000181773","GPR3",591
"592",1,27404226,"ENSG00000158195","WASF2",592
"593",1,27457198,"ENSG00000241169","FO393419.2",593
"594",1,27525805,"ENSG00000237429","BX293535.1",594
"595",1,27534035,"ENSG00000126705","AHDC1",595
"596",1,27612064,"ENSG00000000938","FGR",596
"597",1,27660328,"ENSG00000233975","LINC02574",597
"598",1,27666061,"ENSG00000126709","IFI6",598
"599",1,27669468,"ENSG00000225886","AL445490.1",599
"600",1,27725979,"ENSG00000009780","FAM76A",600
"601",1,27773183,"ENSG00000117758","STX12",601
"602",1,27830778,"ENSG00000117751","PPP1R8",602
"603",1,27872543,"ENSG00000130775","THEMIS2",603
"604",1,27891524,"ENSG00000117748","RPA2",604
"605",1,27934993,"ENSG00000130768","SMPDL3B",605
"606",1,27938875,"ENSG00000227050","AL512288.1",606
"607",1,27959462,"ENSG00000158156","XKR8",607
"608",1,27970344,"ENSG00000158161","EYA3",608
"609",1,28147166,"ENSG00000169403","PTAFR",609
"610",1,28199456,"ENSG00000126698","DNAJC8",610
"611",1,28236109,"ENSG00000130770","ATP5IF1",611
"612",1,28239509,"ENSG00000270605","AL353622.1",612
"613",1,28247144,"ENSG00000271398","AL353622.2",613
"614",1,28259527,"ENSG00000130766","SESN2",614
"615",1,28329002,"ENSG00000130772","MED18",615
"616",1,28369582,"ENSG00000204138","PHACTR4",616
"617",1,28505943,"ENSG00000180198","RCC1",617
"618",1,28553085,"ENSG00000180098","TRNAU1AP",618
"619",1,28578538,"ENSG00000197989","SNHG12",619
"620",1,28589323,"ENSG00000120656","TAF12",620
"621",1,28592200,"ENSG00000188060","RAB42",621
"622",1,28643228,"ENSG00000229388","LINC01715",622
"623",1,28648600,"ENSG00000270103","AL360012.1",623
"624",1,28668732,"ENSG00000162419","GMEB1",624
"625",1,28736621,"ENSG00000198492","YTHDF2",625
"626",1,28812142,"ENSG00000116329","OPRD1",626
"627",1,28870483,"ENSG00000233427","AL009181.1",627
"628",1,28887091,"ENSG00000159023","EPB41",628
"629",1,29119428,"ENSG00000253304","TMEM200B",629
"630",1,29144494,"ENSG00000225750","AL357500.1",630
"631",1,29147743,"ENSG00000116350","SRSF4",631
"632",1,29192873,"ENSG00000116353","MECR",632
"633",1,29223933,"ENSG00000237934","AL590729.1",633
"634",1,29236516,"ENSG00000060656","PTPRU",634
"635",1,29329620,"ENSG00000230523","LINC01756",635
"636",1,29708851,"ENSG00000228176","AC092265.1",636
"637",1,29755175,"ENSG00000284676","AL645944.2",637
"638",1,30013952,"ENSG00000233399","LINC01648",638
"639",1,30140263,"ENSG00000233372","AL137076.1",639
"640",1,30409560,"ENSG00000236335","AL161638.2",640
"641",1,30415825,"ENSG00000231949","AL161638.1",641
"642",1,30711277,"ENSG00000162510","MATN1",642
"643",1,30718504,"ENSG00000186056","MATN1-AS1",643
"644",1,30732469,"ENSG00000162511","LAPTM5",644
"645",1,30810378,"ENSG00000229607","AL137027.1",645
"646",1,30824228,"ENSG00000223382","LINC01778",646
"647",1,30858158,"ENSG00000235143","AL445235.1",647
"648",1,30869467,"ENSG00000162512","SDC3",648
"649",1,30931506,"ENSG00000134644","PUM1",649
"650",1,31179745,"ENSG00000084628","NKAIN1",650
"651",1,31259568,"ENSG00000060688","SNRNP40",651
"652",1,31296982,"ENSG00000121766","ZCCHC17",652
"653",1,31333067,"ENSG00000229044","AL451070.1",653
"654",1,31365625,"ENSG00000121769","FABP3",654
"655",1,31409565,"ENSG00000168528","SERINC2",655
"656",1,31571585,"ENSG00000229167","AC114488.1",656
"657",1,31576485,"ENSG00000142910","TINAGL1",657
"658",1,31617686,"ENSG00000121764","HCRTR1",658
"659",1,31629862,"ENSG00000162517","PEF1",659
"660",1,31644049,"ENSG00000235790","AC114488.2",660
"661",1,31644694,"ENSG00000264078","AC114488.3",661
"662",1,31652247,"ENSG00000084636","COL16A1",662
"663",1,31727117,"ENSG00000121753","ADGRB2",663
"664",1,31789130,"ENSG00000254545","AL354919.2",664
"665",1,31790422,"ENSG00000134668","SPOCD1",665
"666",1,31842019,"ENSG00000203620","AL354919.1",666
"667",1,31851913,"ENSG00000269967","AL136115.2",667
"668",1,31906421,"ENSG00000184007","PTP4A2",668
"669",1,31933020,"ENSG00000228634","AL136115.1",669
"670",1,31972189,"ENSG00000284702","AL136115.3",670
"671",1,32013829,"ENSG00000121774","KHDRBS1",671
"672",1,32052291,"ENSG00000203325","AL445248.1",672
"673",1,32072031,"ENSG00000121775","TMEM39B",673
"674",1,32108038,"ENSG00000025800","KPNA6",674
"675",1,32179686,"ENSG00000084652","TXLNA",675
"676",1,32200386,"ENSG00000160050","CCDC28B",676
"677",1,32204769,"ENSG00000224066","AL049795.1",677
"678",1,32205661,"ENSG00000160051","IQCC",678
"679",1,32209094,"ENSG00000222046","DCDC2B",679
"680",1,32214472,"ENSG00000160055","TMEM234",680
"681",1,32221928,"ENSG00000084623","EIF3I",681
"682",1,32247233,"ENSG00000183615","FAM167B",682
"683",1,32251239,"ENSG00000182866","LCK",683
"684",1,32292086,"ENSG00000116478","HDAC1",684
"685",1,32333832,"ENSG00000175130","MARCKSL1",685
"686",1,32349194,"ENSG00000233775","AL109945.1",686
"687",1,32351521,"ENSG00000162526","TSSK3",687
"688",1,32361270,"ENSG00000225828","FAM229A",688
"689",1,32365103,"ENSG00000160058","BSDC1",689
"690",1,32465057,"ENSG00000254553","AL033529.1",690
"691",1,32465069,"ENSG00000273274","ZBTB8B",691
"692",1,32539427,"ENSG00000160062","ZBTB8A",692
"693",1,32600172,"ENSG00000176261","ZBTB8OS",693
"694",1,32651142,"ENSG00000162521","RBBP4",694
"695",1,32680360,"ENSG00000162520","SYNC",695
"696",1,32717734,"ENSG00000224409","AC114489.1",696
"697",1,32741885,"ENSG00000162522","KIAA1522",697
"698",1,32775237,"ENSG00000134684","YARS",698
"699",1,32816767,"ENSG00000116497","S100PBP",699
"700",1,32862268,"ENSG00000160097","FNDC5",700
"701",1,32885994,"ENSG00000121905","HPCA",701
"702",1,32894594,"ENSG00000121900","TMEM54",702
"703",1,32936445,"ENSG00000116514","RNF19B",703
"704",1,32987075,"ENSG00000236065","AL020995.1",704
"705",1,33007940,"ENSG00000004455","AK2",705
"706",1,33081104,"ENSG00000142920","AZIN2",706
"707",1,33145402,"ENSG00000116525","TRIM62",707
"708",1,33194788,"ENSG00000284721","AL662907.3",708
"709",1,33256545,"ENSG00000160094","ZNF362",709
"710",1,33261212,"ENSG00000270115","AL513327.3",710
"711",1,33306766,"ENSG00000184389","A3GALT2",711
"712",1,33307348,"ENSG00000225313","AL513327.1",712
"713",1,33323623,"ENSG00000134686","PHC2",713
"714",1,33350352,"ENSG00000233246","AL513327.2",714
"715",1,33472645,"ENSG00000121903","ZSCAN20",715
"716",1,33513999,"ENSG00000121904","CSMD2",716
"717",1,33860475,"ENSG00000176256","HMGB4",717
"718",1,33868953,"ENSG00000231163","CSMD2-AS1",718
"719",1,34166883,"ENSG00000142698","C1orf94",719
"720",1,34712737,"ENSG00000163866","SMIM12",720
"721",1,34755047,"ENSG00000189280","GJB5",721
"722",1,34759741,"ENSG00000189433","GJB4",722
"723",1,34761426,"ENSG00000255811","AL121988.1",723
"724",1,34781189,"ENSG00000188910","GJB3",724
"725",1,34792998,"ENSG00000187513","GJA4",725
"726",1,34850694,"ENSG00000230163","AL122010.1",726
"727",1,34865436,"ENSG00000116544","DLGAP3",727
"728",1,34974356,"ENSG00000284773","AC114490.3",728
"729",1,34981533,"ENSG00000271741","AC114490.2",729
"730",1,34981535,"ENSG00000243749","TMEM35B",730
"731",1,34986165,"ENSG00000163867","ZMYM6",731
"732",1,35059786,"ENSG00000197056","ZMYM1",732
"733",1,35141515,"ENSG00000284640","AL590434.1",733
"734",1,35176378,"ENSG00000116560","SFPQ",734
"735",1,35268967,"ENSG00000146463","ZMYM4",735
"736",1,35358822,"ENSG00000227409","ZMYM4-AS1",736
"737",1,35433490,"ENSG00000142687","KIAA0319L",737
"738",1,35557473,"ENSG00000020129","NCDN",738
"739",1,35569813,"ENSG00000239636","AC004865.2",739
"740",1,35573370,"ENSG00000116819","TFAP2E",740
"741",1,35599544,"ENSG00000126067","PSMB2",741
"742",1,35713875,"ENSG00000142686","C1orf216",742
"743",1,35720218,"ENSG00000092853","CLSPN",743
"744",1,35739389,"ENSG00000232335","AL354864.1",744
"745",1,35808172,"ENSG00000134698","AGO4",745
"746",1,35869808,"ENSG00000092847","AGO1",746
"747",1,35929720,"ENSG00000271914","AL139286.2",747
"748",1,35930718,"ENSG00000126070","AGO3",748
"749",1,35992109,"ENSG00000271554","AL138787.2",749
"750",1,36084075,"ENSG00000092850","TEKT2",750
"751",1,36088875,"ENSG00000116863","ADPRHL2",751
"752",1,36095236,"ENSG00000171812","COL8A2",752
"753",1,36136570,"ENSG00000054116","TRAPPC3",753
"754",1,36155579,"ENSG00000116871","MAP7D1",754
"755",1,36224416,"ENSG00000054118","THRAP3",755
"756",1,36306387,"ENSG00000214193","SH3D21",756
"757",1,36322031,"ENSG00000142694","EVA1B",757
"758",1,36323734,"ENSG00000116883","AL591845.1",758
"759",1,36339624,"ENSG00000196182","STK40",759
"760",1,36391238,"ENSG00000181817","LSM10",760
"761",1,36415827,"ENSG00000116885","OSCP1",761
"762",1,36455718,"ENSG00000116898","MRPS15",762
"763",1,36466043,"ENSG00000119535","CSF3R",763
"764",1,36703953,"ENSG00000284705","AL596257.1",764
"765",1,36768122,"ENSG00000284720","AC117945.2",765
"766",1,36773140,"ENSG00000234481","AC117945.1",766
"767",1,36795527,"ENSG00000163873","GRIK3",767
"768",1,37133489,"ENSG00000284650","AL031430.1",768
"769",1,37262739,"ENSG00000223944","AL353604.1",769
"770",1,37454879,"ENSG00000233621","LINC01137",770
"771",1,37474552,"ENSG00000163874","ZC3H12A",771
"772",1,37492575,"ENSG00000163875","MEAF6",772
"773",1,37534449,"ENSG00000163877","SNIP1",773
"774",1,37556919,"ENSG00000163879","DNALI1",774
"775",1,37566816,"ENSG00000134697","GNL2",775
"776",1,37611350,"ENSG00000169218","RSPO1",776
"777",1,37681570,"ENSG00000116922","C1orf109",777
"778",1,37692418,"ENSG00000134690","CDCA8",778
"779",1,37713880,"ENSG00000183317","EPHA10",779
"780",1,37793802,"ENSG00000185090","MANEAL",780
"781",1,37799720,"ENSG00000233728","AL929472.3",781
"782",1,37802944,"ENSG00000196449","YRDC",782
"783",1,37806979,"ENSG00000197982","C1orf122",783
"784",1,37809567,"ENSG00000188786","MTF1",784
"785",1,37860697,"ENSG00000230955","AL929472.2",785
"786",1,37860697,"ENSG00000204084","INPP5B",786
"787",1,37956975,"ENSG00000183431","SF3A3",787
"788",1,37996770,"ENSG00000183386","FHL3",788
"789",1,38009258,"ENSG00000183520","UTP11",789
"790",1,38044611,"ENSG00000185668","POU3F1",790
"791",1,38047314,"ENSG00000224592","AL139158.2",791
"792",1,38129464,"ENSG00000284623","AL139158.3",792
"793",1,38209034,"ENSG00000237290","LINC01343",793
"794",1,38474875,"ENSG00000238063","LINC01685",794
"795",1,38754216,"ENSG00000284632","AL354702.2",795
"796",1,38838198,"ENSG00000116954","RRAGC",796
"797",1,38860000,"ENSG00000228436","AL139260.1",797
"798",1,38862964,"ENSG00000214114","MYCBP",798
"799",1,38864501,"ENSG00000274944","AL139260.3",799
"800",1,38874451,"ENSG00000131233","GJA9",800
"801",1,38885807,"ENSG00000158315","RHBDL2",801
"802",1,38991223,"ENSG00000174574","AKIRIN1",802
"803",1,39026318,"ENSG00000168653","NDUFS5",803
"804",1,39081316,"ENSG00000127603","MACF1",804
"805",1,39249838,"ENSG00000226438","AL442071.1",805
"806",1,39491646,"ENSG00000183682","BMP8A",806
"807",1,39560816,"ENSG00000090621","PABPC4",807
"808",1,39565160,"ENSG00000228060","AL365277.1",808
"809",1,39624153,"ENSG00000163909","HEYL",809
"810",1,39633416,"ENSG00000225903","AL035404.2",810
"811",1,39659121,"ENSG00000116981","NT5C1A",811
"812",1,39678648,"ENSG00000116983","HPCAL4",812
"813",1,39692182,"ENSG00000084072","PPIE",813
"814",1,39757182,"ENSG00000116985","BMP8B",814
"815",1,39769523,"ENSG00000198754","OXCT2",815
"816",1,39788976,"ENSG00000261798","AL033527.3",816
"817",1,39799422,"ENSG00000284719","AL033527.5",817
"818",1,39801414,"ENSG00000284678","AL033527.4",818
"819",1,39841022,"ENSG00000043514","TRIT1",819
"820",1,39895426,"ENSG00000116990","MYCL",820
"821",1,39897745,"ENSG00000236546","AL033527.2",821
"822",1,39955112,"ENSG00000168389","MFSD2A",822
"823",1,40040233,"ENSG00000131236","CAP1",823
"824",1,40071461,"ENSG00000131238","PPT1",824
"825",1,40161373,"ENSG00000117000","RLF",825
"826",1,40245947,"ENSG00000188800","TMCO2",826
"827",1,40256427,"ENSG00000259943","AL050341.2",827
"828",1,40258107,"ENSG00000084073","ZMPSTE24",828
"829",1,40300487,"ENSG00000049089","COL9A2",829
"830",1,40344850,"ENSG00000084070","SMAP2",830
"831",1,40436199,"ENSG00000284677","AL031985.4",831
"832",1,40450102,"ENSG00000187801","ZFP69B",832
"833",1,40477215,"ENSG00000187815","ZFP69",833
"834",1,40493157,"ENSG00000238287","AL603839.3",834
"835",1,40508741,"ENSG00000164002","EXO5",835
"836",1,40514461,"ENSG00000227278","AL603839.1",836
"837",1,40515754,"ENSG00000238186","AL603839.2",837
"838",1,40531561,"ENSG00000117010","ZNF684",838
"839",1,40620679,"ENSG00000117016","RIMS3",839
"840",1,40669089,"ENSG00000237899","AL031289.1",840
"841",1,40690380,"ENSG00000272145","NFYC-AS1",841
"842",1,40691648,"ENSG00000066136","NFYC",842
"843",1,40783814,"ENSG00000117013","KCNQ4",843
"844",1,40861051,"ENSG00000179862","CITED4",844
"845",1,40863914,"ENSG00000229528","AC119677.1",845
"846",1,40979335,"ENSG00000171793","CTPS1",846
"847",1,41014590,"ENSG00000281207","SLFNL1-AS1",847
"848",1,41015597,"ENSG00000171790","SLFNL1",848
"849",1,41027200,"ENSG00000010803","SCMH1",849
"850",1,41242373,"ENSG00000235358","AC093151.3",850
"851",1,41361922,"ENSG00000204060","FOXO6",851
"852",1,41375004,"ENSG00000229901","AC093151.2",852
"853",1,41478775,"ENSG00000127129","EDN2",853
"854",1,41506365,"ENSG00000127124","HIVEP3",854
"855",1,41535443,"ENSG00000230881","AL445933.2",855
"856",1,41585306,"ENSG00000284895","AC119676.1",856
"857",1,42153421,"ENSG00000044012","GUCA2B",857
"858",1,42162691,"ENSG00000197273","GUCA2A",858
"859",1,42176539,"ENSG00000198815","FOXJ3",859
"860",1,42380795,"ENSG00000177181","RIMKLA",860
"861",1,42430329,"ENSG00000066185","ZMYND12",861
"862",1,42456117,"ENSG00000127125","PPCS",862
"863",1,42463330,"ENSG00000186409","CCDC30",863
"864",1,42658425,"ENSG00000171960","PPIH",864
"865",1,42678735,"ENSG00000234917","AC098484.2",865
"866",1,42682427,"ENSG00000065978","YBX1",866
"867",1,42733093,"ENSG00000164007","CLDN19",867
"868",1,42746335,"ENSG00000117385","P3H1",868
"869",1,42767269,"ENSG00000164008","C1orf50",869
"870",1,42767292,"ENSG00000283580","AC098484.3",870
"871",1,42775813,"ENSG00000228452","AC098484.1",871
"872",1,42785007,"ENSG00000274386","TMEM269",872
"873",1,42807052,"ENSG00000177868","SVBP",873
"874",1,42817088,"ENSG00000164010","ERMAP",874
"875",1,42834681,"ENSG00000228192","AL512353.1",875
"876",1,42846573,"ENSG00000164011","ZNF691",876
"877",1,42925375,"ENSG00000117394","SLC2A1",877
"878",1,42959049,"ENSG00000227533","SLC2A1-AS1",878
"879",1,42959065,"ENSG00000283973","AC099795.1",879
"880",1,43145153,"ENSG00000186973","FAM183A",880
"881",1,43164175,"ENSG00000117395","EBNA1BP2",881
"882",1,43172149,"ENSG00000243710","CFAP57",882
"883",1,43269994,"ENSG00000179178","TMEM125",883
"884",1,43281883,"ENSG00000253313","C1orf210",884
"885",1,43300993,"ENSG00000066056","TIE1",885
"886",1,43337849,"ENSG00000117400","MPL",886
"887",1,43354684,"ENSG00000234694","AL139289.2",887
"888",1,43358955,"ENSG00000117399","CDC20",888
"889",1,43363397,"ENSG00000066322","ELOVL1",889
"890",1,43383917,"ENSG00000159479","MED8",890
"891",1,43385113,"ENSG00000229431","AL139289.1",891
"892",1,43389882,"ENSG00000198198","SZT2",892
"893",1,43447776,"ENSG00000229372","SZT2-AS1",893
"894",1,43451003,"ENSG00000178922","HYI",894
"895",1,43525187,"ENSG00000142949","PTPRF",895
"896",1,43650149,"ENSG00000284989","AL451062.3",896
"897",1,43650158,"ENSG00000066135","KDM4A",897
"898",1,43699765,"ENSG00000236200","KDM4A-AS1",898
"899",1,43705824,"ENSG00000126091","ST3GAL3",899
"900",1,43709392,"ENSG00000229444","AL451062.1",900
"901",1,43933320,"ENSG00000117407","ARTN",901
"902",1,43944370,"ENSG00000237950","AL357079.1",902
"903",1,43946939,"ENSG00000117408","IPO13",903
"904",1,43970000,"ENSG00000132768","DPH2",904
"905",1,43974487,"ENSG00000117410","ATP6V0B",905
"906",1,43978943,"ENSG00000117411","B4GALT2",906
"907",1,43991359,"ENSG00000159214","CCDC24",907
"908",1,43991500,"ENSG00000196517","SLC6A9",908
"909",1,44030443,"ENSG00000230615","AL139220.2",909
"910",1,44118850,"ENSG00000171872","KLF17",910
"911",1,44137821,"ENSG00000283039","KLF18",911
"912",1,44213455,"ENSG00000178028","DMAP1",912
"913",1,44221070,"ENSG00000117419","ERI3",913
"914",1,44405194,"ENSG00000187147","RNF220",914
"915",1,44635238,"ENSG00000126106","TMEM53",915
"916",1,44674692,"ENSG00000198520","ARMH1",916
"917",1,44739818,"ENSG00000142945","KIF2C",917
"918",1,44759037,"ENSG00000225721","AL592166.1",918
"919",1,44775251,"ENSG00000142937","RPS8",919
"920",1,44783585,"ENSG00000142959","BEST4",920
"921",1,44800225,"ENSG00000173846","PLK3",921
"922",1,44805913,"ENSG00000188396","TCTEX1D4",922
"923",1,44808482,"ENSG00000222009","BTBD19",923
"924",1,44819844,"ENSG00000117425","PTCH2",924
"925",1,44850522,"ENSG00000070785","EIF2B3",925
"926",1,45002540,"ENSG00000126107","HECTD3",926
"927",1,45012147,"ENSG00000126088","UROD",927
